Timestamp (s),ArmDisarm,DesiredSpeed (m/s),LongitudinalSpeed (m/s),LateralSpeed (m/s),MeasuredSpeed (m/s),ObstacleDistance (m),Steering (rad),SystemCmdSpeed (m/s),SystemCmdSteering (rad),YawAngle (rad),YawRate (rad/s),Throttle (%),DataType
35.32,1,1.74411,0.0177869,0,0.0177869,1.6426,-0.0290296,1.75,-0.0290296,0,0,0.692308,1
35.3217,1,1.74411,0.017426,0.000506012,0.017426,1.6426,-0.0290296,1.75,-0.0290296,-0.000506012,-0.304826456,0.695294,1
35.3233,1,1.74411,0.0171004,0.000496557,0.0171004,1.6426,-0.0290296,1.75,-0.0290296,-0.000496557,0.005695597,0.69827,1
35.325,1,1.7441,0.0169926,0.000493981,0.0169926,1.6426,-0.0290622,1.75,-0.0290622,-0.000493981,0.001551713,0.701175,1
35.3267,1,1.7441,0.01727,0.000502046,0.01727,1.6426,-0.0290622,1.75,-0.0290622,-0.000502046,-0.004857905,0.70397,1
35.3283,1,1.7441,0.0181074,0.000526389,0.0181074,1.6426,-0.0290622,1.75,-0.0290622,-0.000526389,-0.014664779,0.706596,1
35.33,1,1.7441,0.0196361,0.000570829,0.0196361,1.6426,-0.0290622,1.75,-0.0290622,-0.000570829,-0.026771014,0.709013,1
35.3317,1,1.7441,0.0219618,0.000638438,0.0219618,1.6426,-0.0290622,1.75,-0.0290622,-0.000638438,-0.040728295,0.711187,1
35.3333,1,1.7441,0.025166,0.000731585,0.025166,1.6426,-0.0290622,1.75,-0.0290622,-0.000731585,-0.056112821,0.713093,1
35.335,1,1.7441,0.0293082,0.000852001,0.0293082,1.6426,-0.0290622,1.75,-0.0290622,-0.000852,-0.072539321,0.714712,1
35.3367,1,1.7441,0.0344202,0.001000608,0.0344202,1.6426,-0.0290622,1.75,-0.0290622,-0.001000608,-0.089522699,0.716032,1
35.3383,1,1.7441,0.0404939,0.001177173,0.0404939,1.6426,-0.0290622,1.75,-0.0290622,-0.001177173,-0.106364209,0.717054,1
35.34,1,0,0.0473786,0.001377314,0.0473786,0,-0.0290622,0,-0.0290622,-0.001377313,-0.120566597,-0.0142136,1
35.3417,1,0,0.0548346,0.001693386,0.0548346,0,-0.0308719,0,-0.0308719,-0.001693385,-0.190404465,-0.0165359,1
35.3433,1,0,0.0626901,0.001935978,0.0626901,0,-0.0308719,0,-0.0308719,-0.001935975,-0.146138846,-0.0189908,1
35.345,1,0,0.070751,0.002184912,0.070751,0,-0.0308719,0,-0.0308719,-0.002184908,-0.149959837,-0.0215206,1
35.3467,1,0,0.0789164,0.002437073,0.0789164,0,-0.0308719,0,-0.0308719,-0.002437069,-0.151903722,-0.0240953,1
35.3483,1,0,0.0871359,0.002690906,0.0871359,0,-0.0308719,0,-0.0308719,-0.002690899,-0.152909974,-0.0266999,1
35.35,1,0,0.0953347,0.002147033,0.0953347,0,-0.0225172,0,-0.0225172,-0.00214703,0.327632013,-0.0293119,1
35.3517,1,0,0.103437,0.002329505,0.103437,0,-0.0225172,0,-0.0225172,-0.002329501,-0.10992231,-0.0319086,1
35.3533,1,0,0.111366,0.002508074,0.111366,0,-0.0225172,0,-0.0225172,-0.002508069,-0.107571093,-0.0344666,1
35.355,1,0,0.11898,0.002679549,0.11898,0,-0.0225172,0,-0.0225172,-0.002679543,-0.103297463,-0.0369431,1
35.3567,1,0,0.126128,0.002840529,0.126128,0,-0.0225172,0,-0.0225172,-0.002840522,-0.096975257,-0.0392922,1
35.3583,1,0,0.132708,0.002988718,0.132708,0,-0.0225172,0,-0.0225172,-0.002988709,-0.089269255,-0.0414823,1
35.36,1,0,0.138683,0.003123281,0.138683,0,-0.0225172,0,-0.0225172,-0.003123271,-0.081061299,-0.0435013,1
35.3617,1,0,0.14405,0.003244151,0.14405,0,-0.0225172,0,-0.0225172,-0.00324414,-0.07281266,-0.0453471,1
35.3633,1,0,0.148797,0.003351058,0.148797,0,-0.0225172,0,-0.0225172,-0.003351046,-0.064401238,-0.0470156,1
35.365,1,0,0.152924,0.003444002,0.152924,0,-0.0225172,0,-0.0225172,-0.003443989,-0.055989832,-0.0485055,1
35.3667,1,0,0.156446,0.004417378,0.156446,0,-0.0282283,0,-0.0282283,-0.004417349,-0.586361748,-0.04982,1
35.3683,1,0,0.159375,0.004500081,0.159375,0,-0.0282283,0,-0.0282283,-0.00450005,-0.049819888,-0.0509623,1
35.37,1,0,0.161735,0.004566717,0.161735,0,-0.0282283,0,-0.0282283,-0.004566685,-0.040141638,-0.0519379,1
35.3717,1,0,0.163544,0.004617796,0.163544,0,-0.0282283,0,-0.0282283,-0.004617763,-0.030769569,-0.052752,1
35.3733,1,0,0.16483,0.004654107,0.16483,0,-0.0282283,0,-0.0282283,-0.004654073,-0.02187377,-0.0534115,1
35.375,1,0,0.165611,0.005056565,0.165611,0,-0.0305233,0,-0.0305233,-0.005056522,-0.242438706,-0.0539213,1
35.3767,1,0,0.165911,0.005065725,0.165911,0,-0.0305233,0,-0.0305233,-0.005065681,-0.005517831,-0.0542879,1
35.3783,1,0,0.165748,0.005060748,0.165748,0,-0.0305233,0,-0.0305233,-0.005060704,0.002998022,-0.0545155,1
35.38,1,0,0.165138,0.005042123,0.165138,0,-0.0305233,0,-0.0305233,-0.00504208,0.011219592,-0.0546082,1
35.3817,1,0,0.164103,0.005010521,0.164103,0,-0.0305233,0,-0.0305233,-0.005010479,0.019036525,-0.0545721,1
35.3833,1,0,0.162649,0.004784398,0.162649,0,-0.029407,0,-0.029407,-0.004784362,0.136215341,-0.0544085,1
35.385,1,0,0.160786,0.004729597,0.160786,0,-0.029407,0,-0.029407,-0.004729562,0.033011927,-0.0541191,1
35.3867,1,0,0.158577,0.004664619,0.158577,0,-0.029407,0,-0.029407,-0.004664585,0.039142989,-0.0537224,1
35.3883,1,0,0.156017,0.004589315,0.156017,0,-0.029407,0,-0.029407,-0.004589283,0.04536266,-0.0532167,1
35.39,1,0,0.153132,0.004504451,0.153132,0,-0.029407,0,-0.029407,-0.004504421,0.051121629,-0.052609,1
35.3917,1,0,0.149947,0.004410763,0.149947,0,-0.029407,0,-0.029407,-0.004410734,0.056437615,-0.0519058,1
35.3933,1,0,0.146467,0.004308397,0.146467,0,-0.029407,0,-0.029407,-0.00430837,0.061665014,-0.051109,1
35.395,1,0,0.142738,0.004198707,0.142738,0,-0.029407,0,-0.029407,-0.004198682,0.066077313,-0.0502313,1
35.3967,1,0,0.138764,0.00408181,0.138764,0,-0.029407,0,-0.029407,-0.004081787,0.070418742,-0.0492736,1
35.3983,1,0,0.134586,0.003958912,0.134586,0,-0.029407,0,-0.029407,-0.003958891,0.074033667,-0.0482478,1
35.4,1,1.74548,0.130233,0.003312761,0.130233,1.35565,-0.0254317,1.75,-0.0254317,-0.003312749,0.389242393,0.659121,1
35.4017,1,1.74548,0.125756,0.003198879,0.125756,1.35565,-0.0254317,1.75,-0.0254317,-0.003198868,0.068603052,0.66316,1
35.4033,1,1.74548,0.121278,0.003084971,0.121278,1.35565,-0.0254317,1.75,-0.0254317,-0.003084961,0.068618426,0.667207,1
35.405,1,1.74548,0.117063,0.002977753,0.117063,1.35565,-0.0254317,1.75,-0.0254317,-0.002977744,0.064588401,0.671182,1
35.4067,1,1.74548,0.113352,0.002883356,0.113352,1.35565,-0.0254317,1.75,-0.0254317,-0.002883348,0.05686541,0.675013,1
35.4083,1,1.74906,0.11031,0.001277072,0.11031,1.35565,-0.0115766,1.75,-0.0115766,-0.001277071,0.967636516,0.680082,1
35.41,1,0,0.108066,0.001251093,0.108066,0,-0.0115766,0,-0.0115766,-0.001251092,0.015650006,-0.0324199,1
35.4117,1,0,0.10676,0.001235973,0.10676,0,-0.0115766,0,-0.0115766,-0.001235972,0.009108248,-0.032207,1
35.4133,1,0,0.106446,0.001232338,0.106446,0,-0.0115766,0,-0.0115766,-0.001232337,0.002189885,-0.0322905,1
35.415,1,0,0.106938,0.001238034,0.106938,0,-0.0115766,0,-0.0115766,-0.001238033,-0.003431285,-0.0326162,1
35.4167,1,0,0.108144,0.001896359,0.108144,0,-0.0175337,0,-0.0175337,-0.001896357,-0.396580356,-0.0331573,1
35.4183,1,0,0.109919,0.001927484,0.109919,0,-0.0175337,0,-0.0175337,-0.001927482,-0.018750237,-0.0338715,1
35.42,1,0,0.112164,0.001966851,0.112164,0,-0.0175337,0,-0.0175337,-0.001966849,-0.023715085,-0.0347304,1
35.4217,1,0,0.114817,0.002013373,0.114817,0,-0.0175337,0,-0.0175337,-0.00201337,-0.028024994,-0.0357157,1
35.4233,1,0,0.117757,0.002064928,0.117757,0,-0.0175337,0,-0.0175337,-0.002064925,-0.031056715,-0.0367915,1
35.425,1,0,0.120833,0.002118867,0.120833,0,-0.0175337,0,-0.0175337,-0.002118864,-0.032493345,-0.0379135,1
35.4267,1,0,0.123925,0.002173086,0.123925,0,-0.0175337,0,-0.0175337,-0.002173083,-0.032662354,-0.0390451,1
35.4283,1,0,0.126896,0.002225184,0.126896,0,-0.0175337,0,-0.0175337,-0.002225181,-0.031384162,-0.0401458,1
35.43,1,0,0.129625,0.002273039,0.129625,0,-0.0175337,0,-0.0175337,-0.002273035,-0.028827789,-0.0411785,1
35.4317,1,0,0.132006,0.002314791,0.132006,0,-0.0175337,0,-0.0175337,-0.002314787,-0.025151686,-0.0421108,1
35.4333,1,0,0.133983,0.001446001,0.133983,0,-0.010792,0,-0.010792,-0.001446,0.523365674,-0.0429258,1
35.435,1,0,0.135551,0.001462923,0.135551,0,-0.010792,0,-0.010792,-0.001462922,-0.010194263,-0.0436209,1
35.4367,1,0,0.136711,0.001475442,0.136711,0,-0.010792,0,-0.010792,-0.001475441,-0.007541674,-0.044196,1
35.4383,1,0,0.137473,0.001483666,0.137473,0,-0.010792,0,-0.010792,-0.001483665,-0.0049541,-0.0446531,1
35.44,1,0,0.137845,0.001487681,0.137845,0,-0.010792,0,-0.010792,-0.00148768,-0.002418537,-0.0449945,1
35.4417,1,0,0.137852,0.002408464,0.137852,0,-0.0174696,0,-0.0174696,-0.00240846,-0.554686602,-0.0452263,1
35.4433,1,0,0.137494,0.00240221,0.137494,0,-0.0174696,0,-0.0174696,-0.002402205,0.003767902,-0.0453484,1
35.445,1,0,0.136793,0.002389962,0.136793,0,-0.0174696,0,-0.0174696,-0.002389958,0.007377931,-0.0453669,1
35.4467,1,0,0.135786,0.002372368,0.135786,0,-0.0174696,0,-0.0174696,-0.002372364,0.010598541,-0.045292,1
35.4483,1,0,0.134484,0.002349621,0.134484,0,-0.0174696,0,-0.0174696,-0.002349616,0.013703377,-0.0451267,1
35.45,1,0,0.132921,0.00308057,0.132921,0,-0.0231718,0,-0.0231718,-0.00308056,-0.440327749,-0.0448805,1
35.4517,1,0,0.131119,0.003038807,0.131119,0,-0.0231718,0,-0.0231718,-0.003038798,0.025158233,-0.04456,1
35.4533,1,0,0.129093,0.002991853,0.129093,0,-0.0231718,0,-0.0231718,-0.002991844,0.028285569,-0.0441692,1
35.455,1,0,0.126852,0.002939915,0.126852,0,-0.0231718,0,-0.0231718,-0.002939907,0.031287255,-0.04371,1
35.4567,1,0,0.1244,0.002883088,0.1244,0,-0.0231718,0,-0.0231718,-0.00288308,0.034233098,-0.043184,1
35.4583,1,0,0.121746,0.002821579,0.121746,0,-0.0231718,0,-0.0231718,-0.002821571,0.037053293,-0.0425929,1
35.46,1,0,0.11891,0.002755852,0.11891,0,-0.0231718,0,-0.0231718,-0.002755845,0.039594264,-0.0419425,1
35.4617,1,0,0.115903,0.002686162,0.115903,0,-0.0231718,0,-0.0231718,-0.002686155,0.041981663,-0.0412361,1
35.4633,1,0,0.112738,0.00261281,0.112738,0,-0.0231718,0,-0.0231718,-0.002612804,0.044187567,-0.0404771,1
35.465,1,0,0.109432,0.00253619,0.109432,0,-0.0231718,0,-0.0231718,-0.002536185,0.04615613,-0.0396705,1
35.4667,1,0,0.105988,0.001943942,0.105988,0,-0.0183391,0,-0.0183391,-0.00194394,0.356774036,-0.0388168,1
35.4683,1,0,0.102437,0.001878813,0.102437,0,-0.0183391,0,-0.0183391,-0.001878811,0.039234463,-0.0379251,1
35.47,1,0,0.0987791,0.001811723,0.0987791,0,-0.0183391,0,-0.0183391,-0.001811721,0.040415595,-0.0369953,1
35.4717,1,0,0.0950218,0.00174281,0.0950218,0,-0.0183391,0,-0.0183391,-0.001742808,0.041513861,-0.0360296,1
35.4733,1,0,0.0911865,0.001672466,0.0911865,0,-0.0183391,0,-0.0183391,-0.001672464,0.042375682,-0.0350341,1
35.475,1,0,0.0873142,0.001308379,0.0873142,0,-0.0149836,0,-0.0149836,-0.001308378,0.219328956,-0.0340211,1
35.4767,1,0,0.0834427,0.001250366,0.0834427,0,-0.0149836,0,-0.0149836,-0.001250365,0.034947743,-0.0330019,1
35.4783,1,0,0.0796211,0.0011931,0.0796211,0,-0.0149836,0,-0.0149836,-0.001193099,0.034497305,-0.0319912,1
35.48,1,0,0.0759084,0.001137466,0.0759084,0,-0.0149836,0,-0.0149836,-0.001137466,0.033514277,-0.0310069,1
35.4817,1,0,0.0723661,0.001084386,0.0723661,0,-0.0149836,0,-0.0149836,-0.001084385,0.031976092,-0.0300677,1
35.4833,1,0,0.0690363,0.000814279,0.0690363,0,-0.0117944,0,-0.0117944,-0.000814279,0.162714523,-0.0291865,1
35.485,1,0,0.0659287,0.000777626,0.0659287,0,-0.0117944,0,-0.0117944,-0.000777625,0.022080695,-0.0283667,1
35.4867,1,0,0.0630593,0.000743781,0.0630593,0,-0.0117944,0,-0.0117944,-0.000743781,0.020388193,-0.0276133,1
35.4883,1,0,0.060435,0.000712828,0.060435,0,-0.0117944,0,-0.0117944,-0.000712827,0.018646664,-0.0269289,1
35.49,1,0,0.0580477,0.00068467,0.0580477,0,-0.0117944,0,-0.0117944,-0.000684669,0.016962689,-0.0263114,1
35.4917,1,0,0.0558896,0.000740268,0.0558896,0,-0.0132444,0,-0.0132444,-0.000740267,-0.033492731,-0.0257589,1
35.4933,1,0,0.0539388,0.000714429,0.0539388,0,-0.0132444,0,-0.0132444,-0.000714429,0.015565465,-0.0252651,1
35.495,1,0,0.0521749,0.000691066,0.0521749,0,-0.0132444,0,-0.0132444,-0.000691066,0.014074188,-0.0248244,1
35.4967,1,0,0.0505789,0.000669926,0.0505789,0,-0.0132444,0,-0.0132444,-0.000669926,0.012734511,-0.0244311,1
35.4983,1,0,0.0491185,0.000650583,0.0491185,0,-0.0132444,0,-0.0132444,-0.000650583,0.011652557,-0.0240761,1
35.5,1,0,0.0477713,0.000632739,0.0477713,0,-0.0132444,0,-0.0132444,-0.000632739,0.010749332,-0.0237527,1
35.5017,1,0,0.0465161,0.000616114,0.0465161,0,-0.0132444,0,-0.0132444,-0.000616114,0.010015263,-0.0234547,1
35.5033,1,0,0.0453265,0.000600357,0.0453265,0,-0.0132444,0,-0.0132444,-0.000600357,0.00949184,-0.0231743,1
35.505,1,0,0.0441849,0.000585237,0.0441849,0,-0.0132444,0,-0.0132444,-0.000585237,0.009108847,-0.0229064,1
35.5067,1,0,0.0430682,0.000570446,0.0430682,0,-0.0132444,0,-0.0132444,-0.000570446,0.00891017,-0.0226441,1
35.5083,1,0,0.041969,0.000427683,0.041969,0,-0.0101901,0,-0.0101901,-0.000427683,0.086001613,-0.0223852,1
35.51,1,0,0.0408807,0.000416593,0.0408807,0,-0.0101901,0,-0.0101901,-0.000416593,0.006680884,-0.0221278,1
35.5117,1,0,0.0398114,0.000405696,0.0398114,0,-0.0101901,0,-0.0101901,-0.000405696,0.006564247,-0.0218742,1
35.5133,1,0,0.0387683,0.000395067,0.0387683,0,-0.0101901,0,-0.0101901,-0.000395067,0.006403409,-0.0216268,1
35.515,1,0,0.0377441,0.000384629,0.0377441,0,-0.0101901,0,-0.0101901,-0.000384629,0.006287386,-0.0213833,1
35.5167,1,0,0.036739,0.000356441,0.036739,0,-0.00970167,0,-0.00970167,-0.000356441,0.0169811,-0.0211438,1
35.5183,1,0,0.035753,0.000346875,0.035753,0,-0.00970167,0,-0.00970167,-0.000346875,0.005762738,-0.0209084,1
35.52,1,0,0.0347864,0.000337497,0.0347864,0,-0.00970167,0,-0.00970167,-0.000337497,0.005649354,-0.0206772,1
35.5217,1,0,0.0338391,0.000328306,0.0338391,0,-0.00970167,0,-0.00970167,-0.000328306,0.005536554,-0.0204502,1
35.5233,1,0,0.0329112,0.000319304,0.0329112,0,-0.00970167,0,-0.00970167,-0.000319304,0.005423169,-0.0202274,1
35.525,1,0,0.0320027,0.000310489,0.0320027,0,-0.00970167,0,-0.00970167,-0.000310489,0.005309785,-0.0200089,1
35.5267,1,0,0.0311135,0.000301862,0.0311135,0,-0.00970167,0,-0.00970167,-0.000301862,0.005196985,-0.0197948,1
35.5283,1,0,0.0302436,0.000293423,0.0302436,0,-0.00970167,0,-0.00970167,-0.000293423,0.005084185,-0.0195849,1
35.53,1,0,0.0293929,0.000285169,0.0293929,0,-0.00970167,0,-0.00970167,-0.000285169,0.004971969,-0.0193794,1
35.5317,1,0,0.0285613,0.000277101,0.0285613,0,-0.00970167,0,-0.00970167,-0.000277101,0.004860338,-0.0191782,1
35.5333,1,0,0.0277486,0.00039563,0.0277486,0,-0.0142567,0,-0.0142567,-0.00039563,-0.071403166,-0.0189813,1
35.535,1,0,0.0269547,0.000384311,0.0269547,0,-0.0142567,0,-0.0142567,-0.000384311,0.006818771,-0.0187887,1
35.5367,1,0,0.0261794,0.000373257,0.0261794,0,-0.0142567,0,-0.0142567,-0.000373257,0.006659016,-0.0186004,1
35.5383,1,0,0.0254225,0.000362466,0.0254225,0,-0.0142567,0,-0.0142567,-0.000362465,0.006500979,-0.0184163,1
35.54,1,0,0.0246837,0.000351932,0.0246837,0,-0.0142567,0,-0.0142567,-0.000351932,0.006345519,-0.0182365,1
35.5417,1,0,0.023963,0.000359366,0.023963,0,-0.0149956,0,-0.0149956,-0.000359366,-0.004478644,-0.0180608,1
35.5433,1,0,0.0232599,0.000348822,0.0232599,0,-0.0149956,0,-0.0149956,-0.000348822,0.006351925,-0.0178892,1
35.545,1,0,0.0225743,0.000338541,0.0225743,0,-0.0149956,0,-0.0149956,-0.000338541,0.006193827,-0.0177217,1
35.5467,1,0,0.021906,0.000328518,0.021906,0,-0.0149956,0,-0.0149956,-0.000328518,0.006037536,-0.0175583,1
35.5483,1,0,0.0212546,0.000318749,0.0212546,0,-0.0149956,0,-0.0149956,-0.000318749,0.005884858,-0.0173988,1
35.55,1,0,0.0206199,0.00040335,0.0206199,0,-0.0195587,0,-0.0195587,-0.00040335,-0.05096415,-0.0172433,1
35.5517,1,0,0.0200016,0.000391255,0.0200016,0,-0.0195587,0,-0.0195587,-0.000391255,0.007285955,-0.0170916,1
35.5533,1,0,0.0193995,0.000379477,0.0193995,0,-0.0195587,0,-0.0195587,-0.000379477,0.007095056,-0.0169438,1
35.555,1,0,0.0188132,0.000368009,0.0188132,0,-0.0195587,0,-0.0195587,-0.000368009,0.006908871,-0.0167998,1
35.5567,1,0,0.0182424,0.000356843,0.0182424,0,-0.0195587,0,-0.0195587,-0.000356843,0.006726222,-0.0166594,1
35.5583,1,0,0.0176869,0.000345977,0.0176869,0,-0.0195587,0,-0.0195587,-0.000345977,0.006545929,-0.0165227,1
35.56,1,0,0.0171392,0.000335263,0.0171392,0,-0.0195587,0,-0.0195587,-0.000335263,0.006454015,-0.0163874,1
35.5617,1,0,0.0166068,0.000324849,0.0166068,0,-0.0195587,0,-0.0195587,-0.000324849,0.006273722,-0.0162558,1
35.5633,1,0,0.0160894,0.000314728,0.0160894,0,-0.0195587,0,-0.0195587,-0.000314728,0.006096964,-0.0161278,1
35.565,1,0,0.0155864,0.000304889,0.0155864,0,-0.0195587,0,-0.0195587,-0.000304889,0.005927277,-0.0160033,1
35.5667,1,0,0.0150978,0.000281388,0.0150978,0,-0.0186355,0,-0.0186355,-0.000281388,0.014157212,-0.0158823,1
35.5683,1,0,0.0146231,0.00027254,0.0146231,0,-0.0186355,0,-0.0186355,-0.00027254,0.005329696,-0.0157646,1
35.57,1,0,0.014162,0.000263947,0.014162,0,-0.0186355,0,-0.0186355,-0.000263947,0.005177002,-0.0156503,1
35.5717,1,0,0.0137141,0.000255599,0.0137141,0,-0.0186355,0,-0.0186355,-0.000255599,0.005028799,-0.0155392,1
35.5733,1,0,0.0132793,0.000247495,0.0132793,0,-0.0186355,0,-0.0186355,-0.000247495,0.004881719,-0.0154312,1
35.575,1,0,0.0128571,0.000328078,0.0128571,0,-0.0255117,0,-0.0255117,-0.000328078,-0.048543738,-0.0153263,1
35.5767,1,0,0.0124472,0.000317618,0.0124472,0,-0.0255117,0,-0.0255117,-0.000317618,0.006300912,-0.0152244,1
35.5783,1,0,0.0120494,0.000307467,0.0120494,0,-0.0255117,0,-0.0255117,-0.000307467,0.006114913,-0.0151255,1
35.58,1,0,0.0116633,0.000297615,0.0116633,0,-0.0255117,0,-0.0255117,-0.000297615,0.005935063,-0.0150294,1
35.5817,1,0,0.0112887,0.000288056,0.0112887,0,-0.0255117,0,-0.0255117,-0.000288056,0.005758287,-0.0149362,1
35.5833,1,0,0.0109252,0.000208942,0.0109252,0,-0.0191224,0,-0.0191224,-0.000208942,0.047659582,-0.0148456,1
35.585,1,0,0.0105726,0.000202198,0.0105726,0,-0.0191224,0,-0.0191224,-0.000202198,0.004062277,-0.0147577,1
35.5867,1,0,0.0102306,0.000195657,0.0102306,0,-0.0191224,0,-0.0191224,-0.000195657,0.003940155,-0.0146725,1
35.5883,1,0,0.00989887,0.000189313,0.00989887,0,-0.0191224,0,-0.0191224,-0.000189313,0.003821835,-0.0145897,1
35.59,1,0,0.0095772,0.000183161,0.0095772,0,-0.0191224,0,-0.0191224,-0.000183161,0.003705935,-0.0145095,1
35.5917,1,0,0.0092653,0.000177196,0.0092653,0,-0.0191224,0,-0.0191224,-0.000177196,0.003593376,-0.0144316,1
35.5933,1,0,0.0089629,0.000171413,0.0089629,0,-0.0191224,0,-0.0191224,-0.000171413,0.003483927,-0.014356,1
35.595,1,0,0.00866976,0.000165807,0.00866976,0,-0.0191224,0,-0.0191224,-0.000165807,0.003377243,-0.0142828,1
35.5967,1,0,0.00838562,0.000160373,0.00838562,0,-0.0191224,0,-0.0191224,-0.000160373,0.003273555,-0.0142118,1
35.5983,1,0,0.00811024,0.000155106,0.00811024,0,-0.0191224,0,-0.0191224,-0.000155106,0.003172632,-0.0141429,1
35.6,1,0,0.00784336,0.00017892,0.00784336,0,-0.0228077,0,-0.0228077,-0.00017892,-0.014345703,-0.0140761,1
35.6017,1,0,0.00758476,0.000173021,0.00758476,0,-0.0228077,0,-0.0228077,-0.000173021,0.003553671,-0.0140114,1
35.6033,1,0,0.00733421,0.000167305,0.00733421,0,-0.0228077,0,-0.0228077,-0.000167305,0.003443048,-0.0139487,1
35.605,1,0,0.00709148,0.000161768,0.00709148,0,-0.0228077,0,-0.0228077,-0.000161768,0.003335586,-0.0138879,1
35.6067,1,0,0.00685635,0.000156405,0.00685635,0,-0.0228077,0,-0.0228077,-0.000156405,0.003231147,-0.0138289,1
35.6083,1,0,0.00662859,0.000123999,0.00662859,0,-0.0187045,0,-0.0187045,-0.000123999,0.019521549,-0.0137718,1
35.61,1,0,0.00640801,0.000119873,0.00640801,0,-0.0187045,0,-0.0187045,-0.000119873,0.002485735,-0.0137165,1
35.6117,1,0,0.0061944,0.000115877,0.0061944,0,-0.0187045,0,-0.0187045,-0.000115877,0.002407189,-0.0136629,1
35.6133,1,0,0.00598755,0.000112007,0.00598755,0,-0.0187045,0,-0.0187045,-0.000112007,0.00233101,-0.013611,1
35.615,1,0,0.00578726,0.00010826,0.00578726,0,-0.0187045,0,-0.0187045,-0.00010826,0.002257085,-0.0135608,1
35.6167,1,0,0.00559336,0.000124247,0.00559336,0,-0.0222096,0,-0.0222096,-0.000124247,-0.009630294,-0.0135121,1
35.6183,1,0,0.00540564,0.000120077,0.00540564,0,-0.0222096,0,-0.0222096,-0.000120077,0.002511971,-0.0134649,1
35.62,1,0,0.00522393,0.00011604,0.00522393,0,-0.0222096,0,-0.0222096,-0.00011604,0.002431548,-0.0134193,1
35.6217,1,0,0.00504805,0.000112134,0.00504805,0,-0.0222096,0,-0.0222096,-0.000112134,0.002353534,-0.0133751,1
35.6233,1,0,0.00487782,0.000108352,0.00487782,0,-0.0222096,0,-0.0222096,-0.000108352,0.002277929,-0.0133323,1
35.625,1,0,0.00471308,0.000104693,0.00471308,0,-0.0222096,0,-0.0222096,-0.000104693,0.002204465,-0.0132908,1
35.6267,1,0,0.00455367,0.000101152,0.00455367,0,-0.0222096,0,-0.0222096,-0.000101152,0.002133141,-0.0132507,1
35.6283,1,0,0.00439941,9.77E-05,0.00439941,0,-0.0222096,0,-0.0222096,-9.77E-05,0.002064227,-0.0132119,1
35.63,1,0,0.00425017,9.44E-05,0.00425017,0,-0.0222096,0,-0.0222096,-9.44E-05,0.001997052,-0.0131743,1
35.6317,1,0,0.00410578,9.12E-05,0.00410578,0,-0.0222096,0,-0.0222096,-9.12E-05,0.001932152,-0.013138,1
35.6333,1,0,0.00396609,9.79E-05,0.00396609,0,-0.0246674,0,-0.0246674,-9.79E-05,-0.004006174,-0.0131028,1
35.635,1,0,0.00383097,9.45E-05,0.00383097,0,-0.0246674,0,-0.0246674,-9.45E-05,0.002008274,-0.0130688,1
35.6367,1,0,0.00370028,9.13E-05,0.00370028,0,-0.0246674,0,-0.0246674,-9.13E-05,0.001942432,-0.0130358,1
35.6383,1,0,0.00357387,8.82E-05,0.00357387,0,-0.0246674,0,-0.0246674,-8.82E-05,0.001878818,-0.013004,1
35.64,1,0,0.00345162,8.52E-05,0.00345162,0,-0.0246674,0,-0.0246674,-8.52E-05,0.001816989,-0.0129731,1
35.6417,1,0,0.00333339,0.00010589,0.00333339,0,-0.0317557,0,-0.0317557,-0.00010589,-0.01248793,-0.0129433,1
35.6433,1,0,0.00321907,0.000102258,0.00321907,0,-0.0317557,0,-0.0317557,-0.000102258,0.00218767,-0.0129145,1
35.645,1,0,0.00310852,9.87E-05,0.00310852,0,-0.0317557,0,-0.0317557,-9.87E-05,0.002115526,-0.0128866,1
35.6467,1,0,0.00300164,9.54E-05,0.00300164,0,-0.0317557,0,-0.0317557,-9.54E-05,0.002045295,-0.0128596,1
35.6483,1,0,0.0028983,9.21E-05,0.0028983,0,-0.0317557,0,-0.0317557,-9.21E-05,0.001977553,-0.0128335,1
35.65,1,0,0.0027984,8.18E-05,0.0027984,0,-0.0292052,0,-0.0292052,-8.18E-05,0.006215313,-0.0128083,1
35.6517,1,0,0.00270183,7.89E-05,0.00270183,0,-0.0292052,0,-0.0292052,-7.89E-05,0.001699487,-0.0127839,1
35.6533,1,0,0.00260848,7.62E-05,0.00260848,0,-0.0292052,0,-0.0292052,-7.62E-05,0.00164282,-0.0127603,1
35.655,1,0,0.00251825,7.36E-05,0.00251825,0,-0.0292052,0,-0.0292052,-7.36E-05,0.001587912,-0.0127375,1
35.6567,1,0,0.00243104,7.10E-05,0.00243104,0,-0.0292052,0,-0.0292052,-7.10E-05,0.001534765,-0.0127155,1
35.6583,1,0,0.00234675,6.86E-05,0.00234675,0,-0.0292052,0,-0.0292052,-6.86E-05,0.001483377,-0.0126942,1
35.66,1,0,0.0022653,6.62E-05,0.0022653,0,-0.0292052,0,-0.0292052,-6.62E-05,0.001433398,-0.0126736,1
35.6617,1,0,0.00218658,6.39E-05,0.00218658,0,-0.0292052,0,-0.0292052,-6.39E-05,0.001385354,-0.0126537,1
35.6633,1,0,0.00211052,6.17E-05,0.00211052,0,-0.0292052,0,-0.0292052,-6.17E-05,0.001338542,-0.0126345,1
35.665,1,0,0.00203703,5.95E-05,0.00203703,0,-0.0292052,0,-0.0292052,-5.95E-05,0.001293314,-0.0126159,1
